,0.4,0.8,1.2,1.6,2.0
640.6,2.282343588,2.175823434,1.969713579,1.854262213,1.391060154
641.3,2.28282928,2.1749476,1.966947776,1.850257436,1.389355129
642.1,2.287160656,2.172457649,1.96098405,1.847842554,1.385970013
642.8,2.321496674,2.193899477,1.963069874,1.845123014,1.38157566
643.6,2.323181084,2.20090656,1.964202237,1.847928643,1.376955106
644.3,2.311755998,2.201392072,1.965387466,1.841502257,1.373109517
645.0,2.280213545,2.175774878,1.953764648,1.836999765,1.369889808
645.8,2.273579228,2.187239401,1.947903186,1.8354925,1.366608178
646.5,2.288549523,2.175466182,1.94362722,1.837299288,1.362657876
647.3,2.315776234,2.169978441,1.946947986,1.832878347,1.358899951
648.0,2.339240999,2.166761618,1.949461594,1.825850566,1.355028972
648.8,2.358163513,2.189895812,1.949118775,1.821617308,1.35067373
649.5,2.356670153,2.207349786,1.957146539,1.818724747,1.345958135
650.2,2.342390895,2.214298151,1.95277891,1.819228617,1.339927866
651.0,2.32644417,2.197616736,1.944861488,1.81460576,1.336698972
651.7,2.310648705,2.197166464,1.931114631,1.811952266,1.331926606
652.5,2.306507917,2.192722078,1.932024012,1.803326173,1.328864079
653.2,2.292901857,2.190338236,1.929041178,1.791940894,1.323274729
654.0,2.300060237,2.203890209,1.929454269,1.793172003,1.319385067
654.7,2.290898474,2.211149675,1.926799799,1.792305552,1.314011819
655.5,2.304974192,2.207326572,1.938678903,1.800018314,1.309533854
656.2,2.306870085,2.201277081,1.94476873,1.794933944,1.306234671
656.9,2.308639926,2.186547531,1.943054316,1.792432019,1.301754548
657.7,2.294045443,2.18658912,1.935807162,1.786047088,1.297271388
658.4,2.281167952,2.177284734,1.933455591,1.777773129,1.290849119
659.2,2.301850316,2.199689875,1.943768776,1.774429831,1.287014325
659.9,2.314871446,2.211240032,1.942344867,1.772645952,1.281863096
660.7,2.337501023,2.212706075,1.939284109,1.77784527,1.278894503
661.4,2.325352083,2.206704061,1.934108737,1.775025554,1.273114414
662.2,2.331568315,2.209754833,1.940323582,1.775074888,1.268153237
662.9,2.313294979,2.208157415,1.945872178,1.766437661,1.260693744
663.6,2.292786296,2.196776949,1.943627355,1.759198853,1.255289371
664.4,2.29324797,2.189429218,1.934833141,1.754558045,1.249779439
665.1,2.307685964,2.192448083,1.927169171,1.75312292,1.245624911
665.9,2.341231855,2.195042488,1.923280868,1.753179573,1.240585527
666.6,2.355401393,2.199738261,1.923862261,1.746286785,1.235865426
667.4,2.36365412,2.192282403,1.924463822,1.742285928,1.229730934
668.1,2.36360904,2.206152874,1.913960407,1.739647298,1.224938514
668.9,2.33621478,2.198405831,1.911931887,1.735147054,1.219215888
669.6,2.360074584,2.196997805,1.908285073,1.727604053,1.213633769
670.4,2.348940807,2.183503391,1.914238119,1.721251502,1.208071445
671.2,2.368219167,2.189071495,1.907116688,1.718817452,1.203087129
671.9,2.326187623,2.187274894,1.906775142,1.714387927,1.197948296
672.7,2.327634998,2.198425622,1.900802563,1.712125653,1.193155194
673.4,2.293409529,2.201660517,1.900997184,1.70606777,1.187306098
674.2,2.309342616,2.208194748,1.899618874,1.704233381,1.182026202
674.9,2.315301472,2.200561723,1.905566884,1.697886094,1.175125713
675.7,2.335905988,2.19312018,1.908550941,1.696735811,1.170737509
676.5,2.301469362,2.195876281,1.901201821,1.689076716,1.165732973
677.2,2.302666099,2.199451985,1.895352066,1.687345008,1.160211199
678.0,2.324959671,2.209576281,1.894901274,1.681043119,1.152926666
678.7,2.353209865,2.210007493,1.897666766,1.678398684,1.146256208
679.5,2.34237715,2.205240157,1.89260116,1.670939334,1.14112131
680.2,2.311870609,2.20262626,1.887243647,1.665653037,1.136888242
681.0,2.321088055,2.194667609,1.883677562,1.667113963,1.132217839
681.8,2.338943603,2.205332487,1.88332294,1.666990498,1.128342514
682.5,2.333641406,2.208572565,1.875825034,1.663777096,1.122429385
683.3,2.33261192,2.21602444,1.87841869,1.657713353,1.117189319
684.0,2.308246154,2.195292869,1.878681675,1.651525283,1.110317113
684.8,2.348896535,2.210737271,1.890226004,1.650486162,1.104858007
685.5,2.333695833,2.211310368,1.89047468,1.643746261,1.098946785
686.3,2.330984956,2.235771184,1.891298814,1.641296293,1.093874363
687.1,2.32691683,2.221230568,1.886205521,1.635683392,1.088700114
687.8,2.339214064,2.209382581,1.876384909,1.631664758,1.082933628
688.6,2.357403113,2.201479632,1.871805116,1.627426399,1.077054235
689.3,2.33213569,2.194786882,1.860625413,1.622323877,1.071309882
690.1,2.312603691,2.206464213,1.86604538,1.6175948,1.066166554
690.8,2.316887509,2.191263857,1.866907785,1.612766097,1.061282833
691.6,2.313858554,2.186165579,1.871008917,1.610377661,1.055392496
692.4,2.326061012,2.199553543,1.858274186,1.60475077,1.04931713
693.1,2.301811708,2.208423043,1.848760128,1.599167393,1.043892708
693.9,2.318638228,2.225000893,1.846898148,1.594121594,1.038287846
694.6,2.32039822,2.208004892,1.846242549,1.591524931,1.033531655
695.4,2.338618651,2.193685195,1.847047362,1.585734054,1.027454633
696.1,2.326659995,2.177072297,1.840218,1.580461776,1.022033293
696.9,2.342870709,2.182153215,1.844503044,1.577768219,1.016770367
697.7,2.339279587,2.195690903,1.845625998,1.575848962,1.012656001
698.4,2.350561308,2.194738207,1.84531766,1.570335387,1.007535558
699.2,2.312369153,2.187817855,1.838412549,1.563974481,1.001711447
699.9,2.333395745,2.181718024,1.829716364,1.556574816,0.9954981806
700.7,2.320302901,2.178648144,1.825923121,1.553259672,0.9900168194
701.4,2.3242704,2.185527966,1.817469841,1.54728308,0.9846472623
702.2,2.307891709,2.179931359,1.818196851,1.545003214,0.9796348713
703.0,2.295857783,2.185530228,1.817344605,1.539330024,0.9747730897
703.7,2.301046179,2.187558892,1.816208454,1.536067358,0.9692761241
704.5,2.282977119,2.178437931,1.811699932,1.528907089,0.9634521363
705.2,2.28335006,2.180639964,1.803638235,1.523555131,0.9581611475
706.0,2.270967592,2.168284065,1.80104362,1.518027115,0.9527285368
706.8,2.28387696,2.185701079,1.802855486,1.512893309,0.947277015
707.6,2.303946433,2.180975452,1.800912233,1.509491086,0.9416832291
708.4,2.31122023,2.171248154,1.799987257,1.505781237,0.9365526249
709.2,2.33978611,2.171821812,1.78797928,1.502345805,0.9308564307
710.0,2.310858521,2.174247994,1.790665115,1.498599866,0.9254803569
710.8,2.315446004,2.19018259,1.795546804,1.494606341,0.9204728244
711.6,2.287276308,2.187464041,1.793444683,1.490561292,0.9154701956
712.4,2.29778178,2.173319569,1.79082272,1.486006884,0.9098935267
713.2,2.316525116,2.168137701,1.78295289,1.482728249,0.9046199141
714.0,2.299759523,2.155660934,1.783835666,1.481575943,0.9000486463
714.8,2.308876602,2.171339798,1.782601748,1.476641558,0.8950416588
715.6,2.316872119,2.170526773,1.779595599,1.47263983,0.890297986
716.4,2.331331707,2.176848628,1.78019179,1.467151076,0.8854269705
717.2,2.313829979,2.178059057,1.776527459,1.463524575,0.8805657663
718.0,2.298042907,2.16544696,1.77711333,1.458160427,0.8745057663
718.8,2.301687097,2.162446457,1.7723028,1.453662682,0.8688607082
719.6,2.340477458,2.154368209,1.765935286,1.448797335,0.8637686431
720.4,2.319745348,2.161296805,1.76232145,1.446174363,0.8591993677
721.2,2.323191488,2.163980801,1.757379826,1.441067764,0.854641935
722.0,2.29594964,2.169905814,1.757131456,1.437465004,0.8498325205
722.8,2.330241081,2.165929441,1.747321903,1.429875927,0.8450363652
723.6,2.311375557,2.163710018,1.746241988,1.422314894,0.8393041142
724.4,2.303641809,2.143479786,1.73665335,1.413771139,0.8329742408
725.2,2.258694118,2.132490791,1.729374849,1.406821664,0.8269150826
726.0,2.248988622,2.126563925,1.722589075,1.400930789,0.820672127
726.8,2.233365825,2.125143802,1.719724218,1.396388522,0.815755311
727.6,2.250430712,2.13403796,1.719106666,1.392117971,0.8110828082
728.4,2.299906185,2.126558045,1.712451467,1.387699187,0.8068177949
729.2,2.297974308,2.125011742,1.708318908,1.381544287,0.8014922577
730.0,2.297584591,2.111108751,1.701402879,1.375295377,0.796166618
730.8,2.244205276,2.099472049,1.694884785,1.370804165,0.7901564812
731.6,2.291914993,2.110317819,1.691071923,1.365208273,0.7849182908
732.4,2.288867551,2.111599216,1.691829342,1.362507725,0.7789091284
733.2,2.305884866,2.129848267,1.692525456,1.35840131,0.7744719324
734.0,2.276521377,2.117416286,1.689318279,1.357381807,0.7693875326
734.8,2.276199287,2.132573549,1.683955971,1.353796964,0.7647561623
735.6,2.284317426,2.126546027,1.682342325,1.350796485,0.75930247
736.4,2.281542699,2.117710123,1.68153459,1.349323572,0.7547679353
737.2,2.28243643,2.11839314,1.680342592,1.346945068,0.7503750993
738.0,2.274153517,2.121247624,1.675396858,1.343508031,0.7458440548
738.8,2.29819364,2.130653568,1.674440022,1.337231731,0.7411051456
739.6,2.284027096,2.120962382,1.674637043,1.332854938,0.7368449879
740.4,2.282958156,2.120778847,1.678165056,1.330189216,0.7323462879
741.2,2.242086481,2.122645365,1.676392172,1.327292473,0.7271049485
742.0,2.240260957,2.121814588,1.675490104,1.324301976,0.7220906973
742.8,2.240222455,2.1105877,1.666399057,1.31758764,0.7172499057
743.6,2.234380947,2.102142018,1.658279897,1.311371537,0.7133907578
744.4,2.248352486,2.101771579,1.65580191,1.305961091,0.7090856708
745.2,2.240648763,2.107211424,1.657507643,1.301724119,0.7048339918
746.0,2.249014841,2.099051711,1.652964507,1.297704055,0.6998178251
746.8,2.244389402,2.090433035,1.646157174,1.29345617,0.6941947611
747.6,2.233752557,2.07291433,1.638246947,1.289121116,0.6890073128
748.4,2.230524314,2.075151194,1.639622562,1.284875059,0.6847326165
749.2,2.223824519,2.07957566,1.633873838,1.278575261,0.6804179555
750.0,2.214256288,2.077231146,1.632813114,1.273662807,0.6756314316
750.8,2.21209616,2.072546178,1.624160982,1.268235756,0.670427423
751.6,2.216139002,2.060605374,1.61960415,1.263705992,0.6652331383
752.4,2.217739935,2.069010939,1.61235883,1.259462959,0.6607503251
753.2,2.214218638,2.06895798,1.610790923,1.255243651,0.6564843069
754.0,2.214025829,2.088681818,1.610352937,1.251286794,0.6530870005
754.8,2.24041672,2.093213622,1.608149168,1.247250939,0.6487921725
755.6,2.251102711,2.09329571,1.606158687,1.24319027,0.644220497
756.4,2.238192116,2.073862412,1.6011341,1.240931817,0.6389584033
757.2,2.215636555,2.063228237,1.601083219,1.237386077,0.6344983727
758.0,2.219735978,2.056325928,1.595853211,1.233505884,0.6301965101
758.8,2.221001225,2.049821107,1.595387009,1.228096575,0.6262173598
759.6,2.204691737,2.048930519,1.590652716,1.2245901,0.6225652295
760.4,2.20283304,2.051094496,1.58978137,1.220938865,0.6183854586
761.2,2.212803494,2.053796512,1.584593376,1.217289965,0.6139039574
762.0,2.237734718,2.053373881,1.583008007,1.21264993,0.608978848
762.8,2.227181379,2.049262524,1.576433429,1.209762667,0.604532322
763.6,2.208041292,2.042292637,1.569057626,1.206026963,0.6004060018
764.4,2.205873544,2.036944851,1.562645789,1.202533782,0.5960250043
765.2,2.20499068,2.031217694,1.559390485,1.196293625,0.5916425091
766.0,2.193157507,2.029350158,1.561238084,1.191536602,0.58764833
766.8,2.163619157,2.029422756,1.551839399,1.186772282,0.5838966616
767.6,2.155954105,2.032891707,1.549993775,1.183080209,0.5797425047
768.4,2.186183007,2.028763202,1.543228979,1.179856704,0.5756915513
769.2,2.25293031,2.039595086,1.546578374,1.174642184,0.5715049175
770.0,2.296470033,2.043137544,1.541354188,1.17180692,0.5675417324
770.8,2.294563524,2.045962212,1.539131571,1.166786147,0.5632451601
771.6,2.222804665,2.026226843,1.536018671,1.16351991,0.5588749242
772.4,2.186936705,2.016868546,1.539295553,1.159815562,0.5557786078
773.2,2.168221925,2.016091868,1.538746391,1.156536323,0.5520239624
774.1,2.183088927,2.021529924,1.535687785,1.154202398,0.5485114721
774.9,2.180389885,2.022291659,1.530038889,1.151040178,0.5443499115
775.7,2.182339435,2.015913872,1.527576917,1.147965571,0.5402604786
776.5,2.200074156,2.010314085,1.523643049,1.145399216,0.5370523862
777.3,2.209008073,2.005620803,1.522206497,1.143645789,0.5331778615
778.1,2.206363913,2.001568792,1.519443952,1.142261031,0.5299946291
778.9,2.174106971,1.998565938,1.521471838,1.139308591,0.52587752
779.7,2.163407921,1.993628312,1.511729407,1.13484717,0.5220466747
780.5,2.168669972,1.995320029,1.508254325,1.130499629,0.5181059705
781.3,2.163460021,1.992857576,1.498031011,1.124730327,0.5137409826
782.1,2.157964521,1.998646028,1.499413602,1.120747877,0.510092269
782.9,2.156589218,1.986548977,1.493673994,1.114274121,0.506043545
783.7,2.157637288,1.987952964,1.490260451,1.111571022,0.502686787
784.5,2.178001448,1.983187635,1.482950073,1.105930803,0.4986252766
785.3,2.161653541,1.987280212,1.479640659,1.102607992,0.4948781908
786.1,2.190573765,1.987125734,1.475628924,1.097872992,0.4910708394
786.9,2.174073817,1.977659546,1.47106686,1.095231973,0.4870706699
787.7,2.180068321,1.969784417,1.467601492,1.090510093,0.4837114164
788.5,2.149544982,1.955403563,1.466206418,1.085389548,0.4798718788
789.3,2.157956293,1.956584022,1.465848706,1.079085242,0.4762244358
790.1,2.146692837,1.955544329,1.461531456,1.075553601,0.472158438
790.9,2.172562126,1.951394866,1.457665377,1.072176903,0.4685308304
791.7,2.159787921,1.943127127,1.450496207,1.067869367,0.4651157815
792.5,2.158930497,1.935119691,1.444556232,1.065187586,0.4616332484
793.3,2.1444467,1.937812137,1.440050073,1.062430688,0.4583162067
794.1,2.156462724,1.943888013,1.438964272,1.061323097,0.4552807792
794.9,2.148880173,1.953186533,1.438730855,1.059234605,0.4520552636
795.7,2.143543584,1.942456601,1.439978553,1.058519383,0.4487478814
796.5,2.139169159,1.94185787,1.438725582,1.056347257,0.445687554
797.3,2.145590219,1.939196164,1.439768149,1.054792301,0.4426147665
798.1,2.146074287,1.956816996,1.439803155,1.051830321,0.4392335556
798.9,2.144172333,1.963993581,1.437379314,1.049669422,0.4355373881
799.7,2.143615007,1.96382701,1.433895865,1.045164158,0.4321257771
800.5,2.144209763,1.954545902,1.427800225,1.042298494,0.4291142454
801.3,2.127409477,1.93535994,1.426148514,1.038925167,0.4263763592
802.1,2.122415546,1.937747591,1.422448634,1.037295605,0.42332636
802.9,2.140065622,1.939060005,1.421522736,1.036560111,0.4208777163
803.7,2.138427037,1.938424028,1.419980528,1.034358499,0.4179390504
804.5,2.14480216,1.933796471,1.418706074,1.031066567,0.4159010224
805.3,2.122018342,1.936116004,1.415552967,1.027452738,0.4125208445
806.1,2.144666832,1.933602476,1.416470994,1.025755876,0.4093970686
806.9,2.14601829,1.936658889,1.41338088,1.022793666,0.4061451194
807.7,2.134888341,1.925001551,1.412462841,1.016596601,0.4036614548
808.5,2.115514852,1.922502747,1.405914378,1.010548973,0.4007777014
809.3,2.111082002,1.913489201,1.397134463,1.005587506,0.3972180026
810.1,2.115932398,1.904411416,1.391564041,1.001727405,0.3940031916
810.9,2.129743421,1.904310452,1.384455772,0.9985857344,0.391315155
811.7,2.120600873,1.898414557,1.383496461,0.995506058,0.3892322377
812.5,2.132759654,1.899433126,1.380594726,0.9926198517,0.3865039044
813.3,2.117340054,1.895227981,1.378602007,0.9889080392,0.3838243598
814.1,2.124707909,1.904200031,1.376867665,0.9855525329,0.3806376204
814.9,2.115239543,1.908517738,1.373056286,0.9808889597,0.3780800813
815.7,2.10063985,1.910295033,1.368366073,0.9776205315,0.375242974
816.5,2.12393155,1.895393082,1.361987324,0.9733523537,0.3727499903
817.3,2.096457671,1.886967085,1.358286801,0.971062908,0.3700336522
818.1,2.090897672,1.883098136,1.353222255,0.9670237926,0.3673461554
818.9,2.069755213,1.880211196,1.352777941,0.9638234806,0.3648772576
819.7,2.088498,1.882138505,1.348667144,0.959730128,0.3617579223
820.5,2.112078855,1.881450172,1.34779733,0.9569966906,0.3592611941
821.3,2.105717793,1.877324296,1.34117197,0.9547606587,0.3567604328
822.1,2.07005026,1.86179742,1.336507468,0.9521041472,0.3550042772
822.9,2.042792824,1.847484102,1.331856977,0.9502472897,0.3528953406
823.7,2.040816466,1.849284008,1.331841348,0.9481148756,0.3511357481
824.5,2.059963776,1.854895829,1.331280368,0.9479970902,0.3487043869
825.3,2.074228954,1.865356544,1.329611071,0.9460027068,0.3464704286
826.1,2.067134029,1.856003494,1.328064511,0.9427897199,0.3435237473
826.9,2.069866434,1.851530519,1.323818815,0.9389003571,0.3411527374
827.7,2.063228863,1.845244962,1.320676421,0.9349734332,0.338816229
828.5,2.063577475,1.840126716,1.316364679,0.9322345461,0.3368324502
829.3,2.058742378,1.845764845,1.316897827,0.9286350016,0.3344869086
830.1,2.052915369,1.838466572,1.314723018,0.9267020196,0.3319816247
830.9,2.064900373,1.83987668,1.311333243,0.925110431,0.3295913785
831.7,2.053416275,1.827066738,1.304915658,0.9235018055,0.3276612791
832.5,2.047178438,1.827104021,1.300975574,0.9211806127,0.3255704101
833.3,2.039857231,1.836500598,1.298258531,0.9183811075,0.3234811903
834.1,2.041229092,1.836570433,1.296322817,0.9141942813,0.321146071
834.9,2.042117064,1.831057596,1.294985265,0.9109315862,0.3192706317
835.7,2.035629327,1.817700282,1.290571261,0.9074964593,0.317876449
836.5,2.028630154,1.811119534,1.286364082,0.9056254952,0.3161069121
837.3,2.015665294,1.805594903,1.284666777,0.9031310678,0.3139581292
838.1,2.008236656,1.802839288,1.282045318,0.9013648923,0.3112390059
838.9,2.006682327,1.803411343,1.282815395,0.8985254833,0.3092933806
839.7,2.028041051,1.807510457,1.277271736,0.8957172107,0.3074478266
840.5,2.018346459,1.809049285,1.278336738,0.8938829376,0.3049977783
841.3,2.022957983,1.806561856,1.274024943,0.891271179,0.3028776402
842.1,2.01083206,1.795521451,1.275057037,0.8884222902,0.3008424291
842.9,2.008086607,1.788209093,1.267980556,0.8825093731,0.2993710855
843.7,1.986670604,1.778092285,1.264883765,0.8797568259,0.2977284486
844.5,1.975917031,1.770521548,1.257345387,0.8768720581,0.295589347
845.3,1.979867359,1.758044654,1.25115972,0.8744989296,0.2939285948
846.1,1.995125774,1.753570633,1.247318852,0.8702895211,0.2914049557
846.9,1.978051356,1.758894458,1.244704763,0.8663419651,0.2895499904
847.7,1.949401004,1.754889725,1.243467385,0.8630323687,0.2870395687
848.5,1.945249001,1.760429131,1.236697046,0.8601424235,0.2854145515
849.3,1.95531691,1.75254778,1.232121779,0.8566055117,0.2830825812
850.1,1.973253566,1.74661384,1.226687388,0.852610749,0.2813817003
850.9,1.943231835,1.730495082,1.224987411,0.8504335615,0.2793371609
851.7,1.946096553,1.717121668,1.222866934,0.8483706117,0.277472166
852.5,1.928367002,1.721218522,1.221519539,0.8458816067,0.2756524128
853.3,1.975180348,1.723348847,1.217463362,0.8437524798,0.2745407259
854.1,1.963841337,1.725843351,1.216831374,0.8410452672,0.2732895496
854.9,1.999823847,1.732428108,1.217896965,0.839534066,0.2719715833
855.7,1.946304921,1.725834955,1.215113818,0.8378113253,0.2701454181
856.5,1.991042062,1.726011447,1.209572908,0.8354025785,0.2691536714
857.3,1.947016844,1.702846051,1.203934192,0.8328977216,0.267239214
858.1,1.984255078,1.707335697,1.202249716,0.8300774709,0.2661042626
858.8,1.959550923,1.694619069,1.198832416,0.8283233883,0.2640277425
859.6,1.97057222,1.697368925,1.193302558,0.826533752,0.2627745302
860.4,1.939916208,1.690273133,1.190302847,0.8234647765,0.260531446
861.2,1.921732205,1.692627271,1.191270141,0.8202521871,0.2594221849
862.0,1.908418724,1.687946045,1.191143944,0.8170644008,0.2577155469
862.8,1.886914983,1.683790213,1.186773808,0.8151518848,0.2566246711
863.6,1.902458826,1.685585928,1.179178847,0.8131714464,0.2545871321
864.4,1.91387664,1.681833309,1.17550868,0.8112071356,0.2528090706
865.2,1.944580793,1.677298432,1.173565727,0.8080514382,0.2512410656
866.0,1.920602763,1.66993306,1.17062219,0.8063569006,0.2503279752
866.8,1.901003925,1.658239133,1.164651558,0.8038786526,0.249142551
867.6,1.860744824,1.650345563,1.157714906,0.8013318173,0.2478540159
868.4,1.872362198,1.645835839,1.156309031,0.7970182433,0.2462298691
869.2,1.859421316,1.648537361,1.157265977,0.7919863463,0.2454339882
870.0,1.892929667,1.63899824,1.155658906,0.7878468341,0.2440377261
870.8,1.902020033,1.631786325,1.150951549,0.7860631773,0.2434692099
871.6,1.950691667,1.619047142,1.141521904,0.7848533349,0.2418949804
872.4,1.906667403,1.618773974,1.136727169,0.783520253,0.2406360541
873.2,1.882486868,1.61499817,1.131014357,0.7798963621,0.2383649608
874.0,1.899707295,1.61573694,1.128994868,0.7783718121,0.2373069508
874.8,1.921257243,1.603920835,1.127594662,0.7750110869,0.236355464
875.6,1.861229461,1.58624678,1.122497186,0.7719879816,0.2350627651
876.4,1.801059513,1.583397463,1.114812615,0.766529873,0.2336068462
877.2,1.780414085,1.579386813,1.110270838,0.7619904591,0.2317648039
878.0,1.784966225,1.585999051,1.105869894,0.756756064,0.2296645436
878.8,1.77036569,1.581183247,1.10723004,0.7534190997,0.2291147543
879.6,1.758892512,1.580359786,1.104337684,0.7496606802,0.2280553307
880.4,1.756014735,1.567585242,1.100069399,0.7467964843,0.2282345963
881.2,1.798419709,1.558718662,1.09573279,0.7438068997,0.2269232499
882.0,1.820165944,1.548878136,1.086841,0.7413713806,0.2262499896
882.8,1.806000894,1.550936976,1.079904517,0.7397610504,0.2255844232
883.6,1.778828989,1.540502285,1.07419579,0.7368377778,0.2239290822
884.4,1.739007923,1.541552205,1.07192686,0.7336328068,0.2230721455
885.1,1.746091363,1.532328011,1.069926562,0.7283642726,0.2212771849
885.9,1.753539168,1.528568042,1.06857692,0.7264865744,0.2205799884
886.7,1.737100221,1.528368434,1.063047173,0.7244091148,0.21886102
887.5,1.710050964,1.522864453,1.061671361,0.7219143215,0.2188072208
888.3,1.683849739,1.518501451,1.058775598,0.7185279363,0.2177010993
889.1,1.710083744,1.513317636,1.059765737,0.7145297346,0.2168220378
889.9,1.744377955,1.519783713,1.062582892,0.7124383422,0.2153226597
890.7,1.753345067,1.514823894,1.062600398,0.7088473256,0.2142310525
891.5,1.707812981,1.495975507,1.056030093,0.7064119105,0.2132163077
892.3,1.69536251,1.498607766,1.049208746,0.7044201507,0.2120138326
893.1,1.67527975,1.493523301,1.035532776,0.7018034491,0.2114734432
893.9,1.709838274,1.477628611,1.033899137,0.7005389511,0.2102230239
894.7,1.727341744,1.447606249,1.026794606,0.698685735,0.2083926083
895.5,1.705533637,1.449745714,1.029628698,0.6974653444,0.2060507166
896.3,1.672126987,1.463593979,1.024776358,0.6935583131,0.2043976775
897.1,1.658789152,1.452278531,1.023215251,0.6910386621,0.2032783527
897.9,1.68815849,1.436819269,1.014019611,0.6871557856,0.2019668207
898.7,1.721684462,1.428586391,1.009515533,0.6842685231,0.2015423435
899.5,1.720642253,1.431237954,1.001034815,0.6800125974,0.2006240449